time_iso8601,forks_cumulative
2025-02-12 00:00:00+00:00,42948
2025-02-13 00:00:00+00:00,42957
2025-02-14 00:00:00+00:00,42966
2025-02-15 00:00:00+00:00,42973
2025-02-16 00:00:00+00:00,42989
2025-02-17 00:00:00+00:00,43004
2025-02-18 00:00:00+00:00,43023
2025-02-19 00:00:00+00:00,43039
2025-02-20 00:00:00+00:00,43050
2025-02-21 00:00:00+00:00,43065
2025-02-22 00:00:00+00:00,43074
2025-02-23 00:00:00+00:00,43086
2025-02-24 00:00:00+00:00,43099
2025-02-25 00:00:00+00:00,43119
2025-02-26 00:00:00+00:00,43132
2025-02-27 00:00:00+00:00,43156
2025-02-28 00:00:00+00:00,43174
2025-03-01 00:00:00+00:00,43184
2025-03-02 00:00:00+00:00,43194
2025-03-03 00:00:00+00:00,43202
2025-03-04 00:00:00+00:00,43213
2025-03-05 00:00:00+00:00,43225
2025-03-06 00:00:00+00:00,43237
2025-03-07 00:00:00+00:00,43258
2025-03-08 00:00:00+00:00,43282
2025-03-09 00:00:00+00:00,43304
2025-03-10 00:00:00+00:00,43334
2025-03-11 00:00:00+00:00,43351
2025-03-12 00:00:00+00:00,43370
2025-03-13 00:00:00+00:00,43395
2025-03-14 00:00:00+00:00,43419
2025-03-15 00:00:00+00:00,43428
2025-03-16 00:00:00+00:00,43441
2025-03-17 00:00:00+00:00,43459
2025-03-18 00:00:00+00:00,43471
2025-03-19 00:00:00+00:00,43488
2025-03-20 00:00:00+00:00,43510
2025-03-21 00:00:00+00:00,43525
2025-03-22 00:00:00+00:00,43533
2025-03-23 00:00:00+00:00,43546
2025-03-24 00:00:00+00:00,43568
2025-03-25 00:00:00+00:00,43578
2025-03-26 00:00:00+00:00,43592
2025-03-27 00:00:00+00:00,43607
2025-03-28 00:00:00+00:00,43620
2025-03-29 00:00:00+00:00,43636
2025-03-30 00:00:00+00:00,43647
2025-03-31 00:00:00+00:00,43656
2025-04-01 00:00:00+00:00,43669
2025-04-02 00:00:00+00:00,43679
2025-04-03 00:00:00+00:00,43687
2025-04-04 00:00:00+00:00,43704
2025-04-05 00:00:00+00:00,43711
2025-04-06 00:00:00+00:00,43720
2025-04-07 00:00:00+00:00,43733
2025-04-08 00:00:00+00:00,43740
2025-04-09 00:00:00+00:00,43748
2025-04-10 00:00:00+00:00,43758
2025-04-11 00:00:00+00:00,43767
2025-04-12 00:00:00+00:00,43772
2025-04-13 00:00:00+00:00,43782
2025-04-14 00:00:00+00:00,43795
2025-04-15 00:00:00+00:00,43802
2025-04-16 00:00:00+00:00,43816
2025-04-17 00:00:00+00:00,43827
2025-04-18 00:00:00+00:00,43832
2025-04-19 00:00:00+00:00,43844
2025-04-20 00:00:00+00:00,43854
2025-04-21 00:00:00+00:00,43868
2025-04-22 00:00:00+00:00,43880
2025-04-23 00:00:00+00:00,43893
2025-04-24 00:00:00+00:00,43903
2025-04-25 00:00:00+00:00,43913
2025-04-26 00:00:00+00:00,43919
2025-04-27 00:00:00+00:00,43931
2025-04-28 00:00:00+00:00,43938
2025-04-29 00:00:00+00:00,43953
2025-04-30 00:00:00+00:00,43963
2025-05-01 00:00:00+00:00,43966
2025-05-02 00:00:00+00:00,43970
2025-05-03 00:00:00+00:00,43983
2025-05-04 00:00:00+00:00,43993
2025-05-05 00:00:00+00:00,44006
2025-05-06 00:00:00+00:00,44012
2025-05-07 00:00:00+00:00,44022
2025-05-08 00:00:00+00:00,44030
2025-05-09 00:00:00+00:00,44038
2025-05-10 00:00:00+00:00,44044
2025-05-11 00:00:00+00:00,44050
2025-05-12 00:00:00+00:00,44054
2025-05-13 00:00:00+00:00,44069
2025-05-14 00:00:00+00:00,44076
2025-05-15 00:00:00+00:00,44084
2025-05-16 00:00:00+00:00,44094
2025-05-17 00:00:00+00:00,44099
2025-05-18 00:00:00+00:00,44106
2025-05-19 00:00:00+00:00,44115
2025-05-20 00:00:00+00:00,44122
2025-05-21 00:00:00+00:00,44131
2025-05-22 00:00:00+00:00,44139
2025-05-23 00:00:00+00:00,44150
2025-05-24 00:00:00+00:00,44154
2025-05-25 00:00:00+00:00,44157
2025-05-26 00:00:00+00:00,44167
2025-05-27 00:00:00+00:00,44178
2025-05-28 00:00:00+00:00,44183
2025-05-29 00:00:00+00:00,44193
2025-05-30 00:00:00+00:00,44199
2025-05-31 00:00:00+00:00,44208
2025-06-01 00:00:00+00:00,44218
2025-06-02 00:00:00+00:00,44230
2025-06-03 00:00:00+00:00,44239
2025-06-04 00:00:00+00:00,44250
2025-06-05 00:00:00+00:00,44264
2025-06-06 00:00:00+00:00,44272
2025-06-07 00:00:00+00:00,44281
2025-06-08 00:00:00+00:00,44289
2025-06-09 00:00:00+00:00,44299
2025-06-10 00:00:00+00:00,44309
2025-06-11 00:00:00+00:00,44319
2025-06-12 00:00:00+00:00,44333
2025-06-13 00:00:00+00:00,44344
2025-06-14 00:00:00+00:00,44354
2025-06-15 00:00:00+00:00,44362
2025-06-16 00:00:00+00:00,44370
2025-06-17 00:00:00+00:00,44376
2025-06-18 00:00:00+00:00,44383
2025-06-19 00:00:00+00:00,44393
2025-06-20 00:00:00+00:00,44402
2025-06-21 00:00:00+00:00,44413
2025-06-22 00:00:00+00:00,44418
2025-06-23 00:00:00+00:00,44428
2025-06-24 00:00:00+00:00,44439
2025-06-25 00:00:00+00:00,44445
2025-06-26 00:00:00+00:00,44452
2025-06-27 00:00:00+00:00,44461
2025-06-28 00:00:00+00:00,44469
2025-06-29 00:00:00+00:00,44479
2025-06-30 00:00:00+00:00,44486
2025-07-01 00:00:00+00:00,44489
2025-07-02 00:00:00+00:00,44499
2025-07-03 00:00:00+00:00,44508
2025-07-04 00:00:00+00:00,44514
2025-07-05 00:00:00+00:00,44520
2025-07-06 00:00:00+00:00,44526
2025-07-07 00:00:00+00:00,44535
2025-07-08 00:00:00+00:00,44548
2025-07-09 00:00:00+00:00,44555
2025-07-10 00:00:00+00:00,44562
2025-07-11 00:00:00+00:00,44573
2025-07-12 00:00:00+00:00,44589
2025-07-13 00:00:00+00:00,44596
2025-07-14 00:00:00+00:00,44606
2025-07-15 00:00:00+00:00,44610
2025-07-16 00:00:00+00:00,44624
2025-07-17 00:00:00+00:00,44633
2025-07-18 00:00:00+00:00,44641
2025-07-19 00:00:00+00:00,44651
2025-07-20 00:00:00+00:00,44658
2025-07-21 00:00:00+00:00,44666
2025-07-22 00:00:00+00:00,44674
2025-07-23 00:00:00+00:00,44681
2025-07-24 00:00:00+00:00,44688
2025-07-25 00:00:00+00:00,44697
2025-07-26 00:00:00+00:00,44699
2025-07-27 00:00:00+00:00,44706
2025-07-28 00:00:00+00:00,44712
2025-07-29 00:00:00+00:00,44719
2025-07-30 00:00:00+00:00,44725
2025-07-31 00:00:00+00:00,44739
2025-08-01 00:00:00+00:00,44750
2025-08-02 00:00:00+00:00,44759
2025-08-03 00:00:00+00:00,44768
2025-08-04 00:00:00+00:00,44772
2025-08-05 00:00:00+00:00,44779
2025-08-06 00:00:00+00:00,44792
2025-08-07 00:00:00+00:00,44798
2025-08-08 00:00:00+00:00,44807
2025-08-09 00:00:00+00:00,44813
2025-08-10 00:00:00+00:00,44818
2025-08-11 00:00:00+00:00,44830
2025-08-12 00:00:00+00:00,44839
2025-08-13 00:00:00+00:00,44851
2025-08-14 00:00:00+00:00,44858
2025-08-15 00:00:00+00:00,44863
2025-08-16 00:00:00+00:00,44874
2025-08-17 00:00:00+00:00,44877
2025-08-18 00:00:00+00:00,44879
2025-08-19 00:00:00+00:00,44885
2025-08-20 00:00:00+00:00,44892
2025-08-21 00:00:00+00:00,44903
2025-08-22 00:00:00+00:00,44908
2025-08-23 00:00:00+00:00,44912
2025-08-24 00:00:00+00:00,44920
2025-08-25 00:00:00+00:00,44928
2025-08-26 00:00:00+00:00,44936
2025-08-27 00:00:00+00:00,44942
2025-08-28 00:00:00+00:00,44950
2025-08-29 00:00:00+00:00,44959
2025-08-30 00:00:00+00:00,44963
2025-08-31 00:00:00+00:00,44970
2025-09-01 00:00:00+00:00,44976
2025-09-02 00:00:00+00:00,44982
2025-09-03 00:00:00+00:00,44989
2025-09-04 00:00:00+00:00,44994
2025-09-05 00:00:00+00:00,45002
2025-09-06 00:00:00+00:00,45004
2025-09-07 00:00:00+00:00,45012
2025-09-08 00:00:00+00:00,45022
2025-09-09 00:00:00+00:00,45027
2025-09-10 00:00:00+00:00,45034
2025-09-11 00:00:00+00:00,45038
2025-09-12 00:00:00+00:00,45044
2025-09-13 00:00:00+00:00,45046
2025-09-14 00:00:00+00:00,45054
2025-09-15 00:00:00+00:00,45062
2025-09-16 00:00:00+00:00,45068
2025-09-17 00:00:00+00:00,45074
2025-09-18 00:00:00+00:00,45076
2025-09-19 00:00:00+00:00,45086
2025-09-20 00:00:00+00:00,45094
2025-09-21 00:00:00+00:00,45095
2025-09-22 00:00:00+00:00,45098
2025-09-23 00:00:00+00:00,45103
2025-09-24 00:00:00+00:00,45109
2025-09-25 00:00:00+00:00,45119
2025-09-26 00:00:00+00:00,45128
2025-09-27 00:00:00+00:00,45131
2025-09-28 00:00:00+00:00,45140
2025-09-29 00:00:00+00:00,45149
2025-09-30 00:00:00+00:00,45156
2025-10-01 00:00:00+00:00,45160
2025-10-02 00:00:00+00:00,45167
2025-10-03 00:00:00+00:00,45173
2025-10-04 00:00:00+00:00,45185
2025-10-05 00:00:00+00:00,45189
2025-10-06 00:00:00+00:00,45197
2025-10-07 00:00:00+00:00,45202
2025-10-08 00:00:00+00:00,45210
2025-10-09 00:00:00+00:00,45222
2025-10-10 00:00:00+00:00,45229
2025-10-11 00:00:00+00:00,45233
2025-10-12 00:00:00+00:00,45239
2025-10-13 00:00:00+00:00,45250
2025-10-14 00:00:00+00:00,45258
2025-10-15 00:00:00+00:00,45262
2025-10-16 00:00:00+00:00,45265
2025-10-17 00:00:00+00:00,45274
2025-10-18 00:00:00+00:00,45281
2025-10-19 00:00:00+00:00,45295
2025-10-20 00:00:00+00:00,45302
2025-10-21 00:00:00+00:00,45309
2025-10-22 00:00:00+00:00,45316
2025-10-23 00:00:00+00:00,45324
2025-10-24 00:00:00+00:00,45335
2025-10-25 00:00:00+00:00,45351
2025-10-26 00:00:00+00:00,45357
2025-10-27 00:00:00+00:00,45371
2025-10-28 00:00:00+00:00,45380
2025-10-29 00:00:00+00:00,45385
2025-10-30 00:00:00+00:00,45390
2025-10-31 00:00:00+00:00,45396
2025-11-01 00:00:00+00:00,45398
2025-11-02 00:00:00+00:00,45408
2025-11-03 00:00:00+00:00,45412
2025-11-04 00:00:00+00:00,45424
2025-11-05 00:00:00+00:00,45433
2025-11-06 00:00:00+00:00,45445
2025-11-07 00:00:00+00:00,45456
2025-11-08 00:00:00+00:00,45460
2025-11-09 00:00:00+00:00,45465
2025-11-10 00:00:00+00:00,45475
2025-11-11 00:00:00+00:00,45483
2025-11-12 00:00:00+00:00,45489
2025-11-13 00:00:00+00:00,45493
2025-11-14 00:00:00+00:00,45499
2025-11-15 00:00:00+00:00,45505
2025-11-16 00:00:00+00:00,45511
2025-11-17 00:00:00+00:00,45528
2025-11-18 00:00:00+00:00,45538
2025-11-19 00:00:00+00:00,45546
2025-11-20 00:00:00+00:00,45561
2025-11-21 00:00:00+00:00,45564
2025-11-22 00:00:00+00:00,45569
2025-11-23 00:00:00+00:00,45572
2025-11-24 00:00:00+00:00,45593
2025-11-25 00:00:00+00:00,45602
2025-11-26 00:00:00+00:00,45612
2025-11-27 00:00:00+00:00,45630
2025-11-28 00:00:00+00:00,45638
2025-11-29 00:00:00+00:00,45642
2025-11-30 00:00:00+00:00,45644
2025-12-01 00:00:00+00:00,45654
2025-12-02 00:00:00+00:00,45659
2025-12-03 00:00:00+00:00,45669
2025-12-04 00:00:00+00:00,45682
2025-12-05 00:00:00+00:00,45689
2025-12-06 00:00:00+00:00,45695
2025-12-07 00:00:00+00:00,45701
2025-12-08 00:00:00+00:00,45705
2025-12-09 00:00:00+00:00,45712
2025-12-10 00:00:00+00:00,45715
2025-12-11 00:00:00+00:00,45728
2025-12-12 00:00:00+00:00,45736
2025-12-13 00:00:00+00:00,45739
2025-12-14 00:00:00+00:00,45748
2025-12-15 00:00:00+00:00,45754
2025-12-16 00:00:00+00:00,45764
2025-12-17 00:00:00+00:00,45772
2025-12-18 00:00:00+00:00,45773
2025-12-19 00:00:00+00:00,45779
2025-12-20 00:00:00+00:00,45782
2025-12-21 00:00:00+00:00,45790
2025-12-22 00:00:00+00:00,45797
2025-12-23 00:00:00+00:00,45801
2025-12-24 00:00:00+00:00,45804
2025-12-25 00:00:00+00:00,45814
2025-12-26 00:00:00+00:00,45818
2025-12-27 00:00:00+00:00,45826
2025-12-28 00:00:00+00:00,45833
2025-12-29 00:00:00+00:00,45839
2025-12-30 00:00:00+00:00,45856
2025-12-31 00:00:00+00:00,45884
2026-01-01 00:00:00+00:00,45887
2026-01-02 00:00:00+00:00,45890
2026-01-03 00:00:00+00:00,45895
2026-01-04 00:00:00+00:00,45903
2026-01-05 00:00:00+00:00,45909
2026-01-06 00:00:00+00:00,45914
2026-01-07 00:00:00+00:00,45928
2026-01-08 00:00:00+00:00,45939
2026-01-09 00:00:00+00:00,45945
2026-01-10 00:00:00+00:00,45949
2026-01-11 00:00:00+00:00,45956
2026-01-12 00:00:00+00:00,45965
2026-01-13 00:00:00+00:00,45972
2026-01-14 00:00:00+00:00,45982
2026-01-15 00:00:00+00:00,45987
2026-01-16 00:00:00+00:00,45996
2026-01-17 00:00:00+00:00,46002
2026-01-18 00:00:00+00:00,46006
2026-01-19 00:00:00+00:00,46012
2026-01-20 00:00:00+00:00,46028
2026-01-21 00:00:00+00:00,46036
2026-01-22 00:00:00+00:00,46047
2026-01-23 00:00:00+00:00,46053
2026-01-24 00:00:00+00:00,46059
2026-01-25 00:00:00+00:00,46061
2026-01-26 00:00:00+00:00,46075
2026-01-27 00:00:00+00:00,46083
2026-01-28 00:00:00+00:00,46089
2026-01-29 00:00:00+00:00,46096
2026-01-30 00:00:00+00:00,46104
2026-01-31 00:00:00+00:00,46111
2026-02-01 00:00:00+00:00,46118
2026-02-02 00:00:00+00:00,46129
2026-02-03 00:00:00+00:00,46143
2026-02-04 00:00:00+00:00,46149
2026-02-05 00:00:00+00:00,46157
2026-02-06 00:00:00+00:00,46168
2026-02-07 00:00:00+00:00,46173
2026-02-08 00:00:00+00:00,46184
2026-02-09 00:00:00+00:00,46189
2026-02-10 00:00:00+00:00,46195
2026-02-11 00:00:00+00:00,46205
2026-02-12 00:00:00+00:00,46212
2026-02-13 00:00:00+00:00,46215
2026-02-14 00:00:00+00:00,46221
2026-02-15 00:00:00+00:00,46227
2026-02-16 00:00:00+00:00,46230
2026-02-17 00:00:00+00:00,46234
2026-02-18 00:00:00+00:00,46238
2026-02-19 00:00:00+00:00,46241
2026-02-20 00:00:00+00:00,46246
2026-02-21 00:00:00+00:00,46256
2026-02-22 00:00:00+00:00,46263
2026-02-23 00:00:00+00:00,46272
2026-02-24 00:00:00+00:00,46278
2026-02-25 00:00:00+00:00,46281
2026-02-26 00:00:00+00:00,46289
2026-02-27 00:00:00+00:00,46300
2026-02-28 00:00:00+00:00,46305
2026-03-01 00:00:00+00:00,46314
2026-03-02 00:00:00+00:00,46318
2026-03-03 00:00:00+00:00,46326
2026-03-04 00:00:00+00:00,46337
2026-03-05 00:00:00+00:00,46344
2026-03-06 00:00:00+00:00,46354
2026-03-07 00:00:00+00:00,46360
2026-03-08 00:00:00+00:00,46371
2026-03-09 00:00:00+00:00,46386
2026-03-10 00:00:00+00:00,46397
2026-03-11 00:00:00+00:00,46408
2026-03-12 00:00:00+00:00,46432
2026-03-13 00:00:00+00:00,46449
2026-03-14 00:00:00+00:00,46460
2026-03-15 00:00:00+00:00,46465
2026-03-16 00:00:00+00:00,46475
2026-03-17 00:00:00+00:00,46486
2026-03-18 00:00:00+00:00,46499
2026-03-19 00:00:00+00:00,46504
2026-03-20 00:00:00+00:00,46516
2026-03-21 00:00:00+00:00,46528
2026-03-22 00:00:00+00:00,46536
2026-03-23 00:00:00+00:00,46543
2026-03-24 00:00:00+00:00,46556
2026-03-25 00:00:00+00:00,46572
2026-03-26 00:00:00+00:00,46588
2026-03-27 00:00:00+00:00,46597
2026-03-28 00:00:00+00:00,46603
2026-03-29 00:00:00+00:00,46614
2026-03-30 00:00:00+00:00,46630
2026-03-31 00:00:00+00:00,46637
2026-04-01 00:00:00+00:00,46656
2026-04-02 00:00:00+00:00,46666
2026-04-03 00:00:00+00:00,46679
2026-04-04 00:00:00+00:00,46688
2026-04-05 00:00:00+00:00,46697
2026-04-06 00:00:00+00:00,46704
2026-04-07 00:00:00+00:00,46720
2026-04-08 00:00:00+00:00,46734
2026-04-09 00:00:00+00:00,46743
2026-04-10 00:00:00+00:00,46758
2026-04-11 00:00:00+00:00,46767
2026-04-12 00:00:00+00:00,46778
2026-04-13 00:00:00+00:00,46785
2026-04-14 00:00:00+00:00,46793
2026-04-15 00:00:00+00:00,46805
2026-04-16 00:00:00+00:00,46816
2026-04-17 00:00:00+00:00,46827
2026-04-18 00:00:00+00:00,46837
2026-04-19 00:00:00+00:00,46845
2026-04-20 00:00:00+00:00,46852
